TRANSACTION_ID,CUSTOMER_ID,ORDER_DATE,CHANNEL,STORE_ID,PAYMENT_METHOD,SUBTOTAL,DISCOUNT_AMOUNT,TAX_AMOUNT,SHIPPING_AMOUNT,TOTAL_AMOUNT,PROMO_CODE_USED,DEVICE_TYPE,FULFILLMENT_METHOD,RETURN_FLAG
101522,52,2025-03-10,Store,1014.0,Credit Card,69.99,0.0,15.7,0.0,85.69,N/A,InStore,In-Store,False
101526,3,2025-03-05,Store,1007.0,Credit Card,42.99,3.87,10.5,0.0,49.62,N/A,InStore,In-Store,False
101528,33,2025-03-07,Store,1001.0,Credit Card,399.96,12.8,11.1,0.0,398.26,N/A,InStore,In-Store,False
101531,94,2025-03-22,Store,1012.0,Credit Card,249.99,7.5,2.5,0.0,244.99,N/A,InStore,In-Store,False
101534,70,2025-03-03,Store,1009.0,Credit Card,189.99,0.0,15.1,0.0,205.09,N/A,InStore,In-Store,False
101535,67,2025-03-14,Store,1001.0,Credit Card,94.99,0.0,3.0,0.0,97.99,N/A,InStore,In-Store,False
101547,31,2025-03-10,Store,1009.0,Credit Card,259.98,0.0,14.6,0.0,274.58,N/A,InStore,In-Store,False
101576,31,2025-03-23,Store,1011.0,Credit Card,129.99,0.0,6.5,0.0,136.49,N/A,InStore,In-Store,False
101591,30,2025-03-13,Store,1025.0,Credit Card,439.98,5.0,6.6,0.0,441.58,N/A,InStore,In-Store,False
101615,6,2025-03-09,Store,1005.0,Credit Card,34.99,0.0,12.2,0.0,47.19,N/A,InStore,In-Store,False
101618,1,2025-03-27,Store,1044.0,Apple Pay,264.98,10.2,2.8,0.0,257.58,N/A,InStore,In-Store,False
101621,59,2025-03-13,Store,1026.0,Credit Card,99.99,10.0,6.8,0.0,96.79,N/A,InStore,In-Store,False
101624,39,2025-03-14,Store,1032.0,Credit Card,399.98,21.0,3.4,0.0,382.38,N/A,InStore,In-Store,False
101635,37,2025-03-08,Store,1025.0,PayPal,439.97,9.5,8.2,0.0,438.67,N/A,InStore,In-Store,False
101637,77,2025-03-31,Store,1020.0,Credit Card,164.99,9.9,14.4,0.0,169.49,N/A,InStore,In-Store,False
101643,25,2025-03-20,Store,1024.0,Credit Card,89.98,0.0,7.0,0.0,96.98,N/A,InStore,In-Store,False
101714,83,2025-04-15,Store,1023.0,Credit Card,239.98,20.2,2.9,0.0,222.68,N/A,InStore,In-Store,False
101727,34,2025-04-30,Store,1003.0,Credit Card,129.99,2.6,12.3,0.0,139.69,N/A,InStore,In-Store,False
101731,15,2025-04-05,Store,1039.0,Credit Card,209.98,9.8,4.3,0.0,204.48,N/A,InStore,In-Store,False
101738,14,2025-04-17,Store,1024.0,Credit Card,164.98,2.45,8.5,0.0,171.03,N/A,InStore,In-Store,False
101741,11,2025-04-16,Store,1035.0,Apple Pay,239.98,0.0,15.0,0.0,254.98,N/A,InStore,In-Store,False
101743,34,2025-04-21,Store,1006.0,Credit Card,824.96,30.0,8.3,0.0,803.26,N/A,InStore,In-Store,False
101748,68,2025-04-07,Store,1033.0,Google Pay,89.99,4.5,4.2,0.0,89.69,N/A,InStore,In-Store,False
101753,41,2025-04-21,Store,1005.0,Credit Card,259.98,19.4,12.0,0.0,252.58,N/A,InStore,In-Store,False
101762,25,2025-04-22,Store,1024.0,Credit Card,175.97,8.72,10.9,0.0,178.15,N/A,InStore,In-Store,False
101773,32,2025-04-10,Store,1013.0,Credit Card,419.98,22.5,8.9,0.0,406.38,N/A,InStore,In-Store,False
101779,87,2025-04-05,Store,1014.0,Credit Card,189.99,3.8,13.3,0.0,199.49,N/A,InStore,In-Store,False
101788,14,2025-04-20,Store,1028.0,Credit Card,279.98,5.2,3.7,0.0,278.48,N/A,InStore,In-Store,False
101790,32,2025-04-28,Store,1046.0,Credit Card,89.99,24.3,6.2,0.0,71.89,N/A,InStore,In-Store,False
101791,53,2025-04-02,Store,1012.0,Credit Card,49.99,2.5,5.0,0.0,52.49,N/A,InStore,In-Store,False
101808,12,2025-04-21,Store,1037.0,Credit Card,119.99,8.4,9.8,0.0,121.39,N/A,InStore,In-Store,False
101835,21,2025-04-09,Store,1024.0,Credit Card,104.98,4.2,6.1,0.0,106.88,N/A,InStore,In-Store,False
101836,78,2025-04-30,Store,1043.0,Credit Card,212.98,1.7,7.7,0.0,218.98,N/A,InStore,In-Store,False
101855,43,2025-04-22,Store,1038.0,PayPal,189.98,0.0,14.9,0.0,204.88,N/A,InStore,In-Store,False
101860,37,2025-04-21,Store,1028.0,Credit Card,129.98,0.0,6.8,0.0,136.78,N/A,InStore,In-Store,False
101868,22,2025-04-06,Store,1033.0,Apple Pay,159.99,0.0,6.6,0.0,166.59,N/A,InStore,In-Store,False
101874,32,2025-04-14,Store,1009.0,Credit Card,669.96,92.5,6.0,0.0,583.46,N/A,InStore,In-Store,False
101876,76,2025-04-30,Store,1027.0,Credit Card,239.98,0.0,10.6,0.0,250.58,N/A,InStore,In-Store,False
101880,37,2025-04-13,Store,1045.0,Credit Card,99.99,4.0,6.8,0.0,102.79,N/A,InStore,In-Store,False
101881,21,2025-04-24,Store,1026.0,Apple Pay,134.99,0.0,4.7,0.0,139.69,N/A,InStore,In-Store,False
101883,31,2025-04-30,Store,1046.0,Credit Card,149.99,0.0,5.2,0.0,155.19,N/A,InStore,In-Store,False
101888,81,2025-04-19,Store,1027.0,Debit Card,59.99,0.0,3.2,0.0,63.19,N/A,InStore,In-Store,False
101897,36,2025-04-02,Store,1002.0,Credit Card,134.99,32.4,2.5,0.0,105.09,N/A,InStore,In-Store,False
101945,91,2025-05-02,Store,1020.0,Credit Card,269.98,0.0,14.9,0.0,284.88,N/A,InStore,In-Store,False
101951,80,2025-05-04,Store,1017.0,Cash,169.99,0.0,15.8,0.0,185.79,N/A,InStore,In-Store,False
101957,44,2025-05-09,Store,1008.0,Credit Card,84.99,0.0,6.0,0.0,90.99,N/A,InStore,In-Store,False
101958,94,2025-05-08,Store,1046.0,Credit Card,199.98,0.0,13.2,0.0,213.18,N/A,InStore,In-Store,False
101969,32,2025-05-11,Store,1008.0,Apple Pay,234.98,3.15,5.8,0.0,237.63,N/A,InStore,In-Store,False
101971,19,2025-05-05,Store,1047.0,Credit Card,254.97,7.0,4.0,0.0,251.97,N/A,InStore,In-Store,False
101973,45,2025-05-06,Store,1044.0,Cash,429.95,7.8,2.5,0.0,424.65,N/A,InStore,In-Store,False
101974,22,2025-05-24,Store,1035.0,Credit Card,299.98,14.6,2.9,0.0,288.28,N/A,InStore,In-Store,False
101994,52,2025-05-29,Store,1022.0,Credit Card,289.98,6.0,7.0,0.0,290.98,N/A,InStore,In-Store,False
102002,67,2025-05-27,Store,1004.0,Credit Card,39.99,2.4,14.1,0.0,51.69,N/A,InStore,In-Store,False
102008,80,2025-05-06,Store,1014.0,Credit Card,34.99,0.0,13.2,0.0,48.19,N/A,InStore,In-Store,False
102012,7,2025-05-25,Store,1046.0,Credit Card,439.97,1.35,3.4,0.0,442.02,N/A,InStore,In-Store,False
102032,59,2025-05-03,Store,1045.0,Credit Card,39.99,3.6,3.1,0.0,39.49,N/A,InStore,In-Store,False
102037,39,2025-05-03,Store,1031.0,Credit Card,129.99,0.0,3.6,0.0,133.59,N/A,InStore,In-Store,False
102074,6,2025-05-23,Store,1004.0,Credit Card,119.99,15.6,2.4,0.0,106.79,N/A,InStore,In-Store,False
102078,100,2025-05-18,Store,1035.0,Credit Card,242.97,4.43,12.8,0.0,251.34,N/A,InStore,In-Store,False
102085,78,2025-05-29,Store,1004.0,Credit Card,89.99,0.0,4.8,0.0,94.79,N/A,InStore,In-Store,False
102089,89,2025-05-23,Store,1016.0,Credit Card,84.99,0.0,13.0,0.0,97.99,N/A,InStore,In-Store,False
102102,87,2025-05-03,Store,1019.0,Debit Card,489.95,18.0,13.0,0.0,484.95,N/A,InStore,In-Store,False
102105,85,2025-05-28,Store,1018.0,Credit Card,99.99,0.0,9.1,0.0,109.09,N/A,InStore,In-Store,False
102153,91,2025-06-21,Store,1014.0,Google Pay,134.99,0.0,3.0,0.0,137.99,N/A,InStore,In-Store,False
102191,97,2025-06-14,Store,1035.0,Credit Card,94.99,2.85,12.5,0.0,104.64,N/A,InStore,In-Store,False
102195,94,2025-06-24,Store,1008.0,Credit Card,279.98,20.7,9.2,0.0,268.48,N/A,InStore,In-Store,False
102198,58,2025-06-29,Store,1010.0,Credit Card,129.99,0.0,6.4,0.0,136.39,N/A,InStore,In-Store,False
102209,5,2025-06-10,Store,1031.0,Credit Card,159.99,11.2,11.6,0.0,160.39,N/A,InStore,In-Store,False
102214,31,2025-06-22,Store,1012.0,PayPal,289.97,4.75,11.9,0.0,297.12,N/A,InStore,In-Store,False
102219,87,2025-06-30,Store,1014.0,Credit Card,229.99,16.1,4.9,0.0,218.79,N/A,InStore,In-Store,False
102221,34,2025-06-19,Store,1001.0,Credit Card,309.97,0.0,14.6,0.0,324.57,N/A,InStore,In-Store,False
102240,40,2025-06-18,Store,1011.0,Credit Card,229.99,9.2,10.7,0.0,231.49,N/A,InStore,In-Store,False
102245,97,2025-06-07,Store,1047.0,Credit Card,94.99,0.0,6.1,0.0,101.09,N/A,InStore,In-Store,False
102249,33,2025-06-17,Store,1006.0,Credit Card,259.98,8.0,4.7,0.0,256.68,N/A,InStore,In-Store,False
102275,97,2025-06-08,Store,1037.0,Debit Card,299.98,27.0,4.6,0.0,277.58,N/A,InStore,In-Store,False
102283,23,2025-06-25,Store,1002.0,Credit Card,199.98,15.2,13.5,0.0,198.28,N/A,InStore,In-Store,False
102309,45,2025-06-07,Store,1020.0,Credit Card,204.98,0.0,6.5,0.0,211.48,N/A,InStore,In-Store,False
102312,31,2025-06-27,Store,1010.0,Credit Card,44.99,0.0,15.8,0.0,60.79,N/A,InStore,In-Store,False
102346,49,2025-07-28,Store,1046.0,Credit Card,764.95,4.25,10.9,0.0,771.6,N/A,InStore,In-Store,False
102355,16,2025-07-29,Store,1041.0,Cash,399.98,18.0,4.8,0.0,386.78,N/A,InStore,In-Store,False
102356,99,2025-07-21,Store,1007.0,Cash,309.98,0.0,10.9,0.0,320.88,N/A,InStore,In-Store,False
102360,24,2025-07-11,Store,1047.0,Credit Card,182.98,3.01,10.7,0.0,190.67,N/A,InStore,In-Store,False
102367,96,2025-07-06,Store,1024.0,Credit Card,474.97,15.3,13.9,0.0,473.57,N/A,InStore,In-Store,False
102372,57,2025-07-06,Store,1026.0,Credit Card,159.99,8.0,12.5,0.0,164.49,N/A,InStore,In-Store,False
102401,55,2025-07-07,Store,1029.0,Credit Card,599.98,0.0,11.6,0.0,611.58,N/A,InStore,In-Store,False
102402,21,2025-07-12,Store,1027.0,Credit Card,519.97,25.8,3.1,0.0,497.27,N/A,InStore,In-Store,False
102416,85,2025-07-25,Store,1040.0,Credit Card,44.99,0.0,5.1,0.0,50.09,N/A,InStore,In-Store,False
102422,14,2025-07-25,Store,1045.0,Credit Card,339.98,34.0,10.9,0.0,316.88,N/A,InStore,In-Store,False
101296,45,2025-02-23,Store,1015.0,Credit Card,919.96,4.6,4.1,0.0,919.46,N/A,InStore,In-Store,False
101507,8,2025-03-18,Store,1044.0,Credit Card,509.95,18.4,14.1,0.0,505.65,N/A,InStore,In-Store,False
101617,27,2025-03-12,Store,1023.0,Credit Card,94.99,0.95,5.9,0.0,99.94,N/A,InStore,In-Store,False
101623,8,2025-03-23,Store,1014.0,Debit Card,34.99,0.0,6.0,0.0,40.99,N/A,InStore,In-Store,False
101802,85,2025-04-20,Store,1014.0,Debit Card,134.99,0.0,5.3,0.0,140.29,N/A,InStore,In-Store,False
101834,50,2025-04-22,Store,1004.0,Credit Card,129.99,29.9,14.8,0.0,114.89,N/A,InStore,In-Store,False
101845,50,2025-04-16,Store,1001.0,Google Pay,184.98,51.3,10.0,0.0,143.68,N/A,InStore,In-Store,False
102018,64,2025-05-01,Store,1013.0,Credit Card,474.97,17.5,5.0,0.0,462.47,N/A,InStore,In-Store,False
102107,59,2025-05-01,Store,1027.0,Credit Card,89.99,0.0,2.8,0.0,92.79,N/A,InStore,In-Store,False
102206,73,2025-06-27,Store,1017.0,Credit Card,322.97,0.0,4.3,0.0,327.27,N/A,InStore,In-Store,False
102213,26,2025-06-30,Store,1043.0,Credit Card,209.98,0.0,2.6,0.0,212.58,N/A,InStore,In-Store,False
102256,53,2025-06-10,Store,1012.0,Credit Card,99.99,4.0,11.9,0.0,107.89,N/A,InStore,In-Store,False
102259,34,2025-06-12,Store,1006.0,Credit Card,249.99,0.0,4.2,0.0,254.19,N/A,InStore,In-Store,False
102260,69,2025-06-27,Store,1024.0,Apple Pay,264.98,3.0,6.3,0.0,268.28,N/A,InStore,In-Store,False
102263,95,2025-06-24,Store,1043.0,Credit Card,169.99,0.0,6.6,0.0,176.59,N/A,InStore,In-Store,False
102288,82,2025-06-08,Store,1005.0,Credit Card,339.97,8.0,6.0,0.0,337.97,N/A,InStore,In-Store,False
102292,27,2025-06-01,Store,1025.0,Credit Card,84.99,0.0,15.7,0.0,100.69,N/A,InStore,In-Store,False
102293,22,2025-06-28,Store,1047.0,Credit Card,185.97,1.72,4.4,0.0,188.65,N/A,InStore,In-Store,False
102310,25,2025-06-25,Store,1045.0,Credit Card,129.99,0.0,2.4,0.0,132.39,N/A,InStore,In-Store,False
102316,19,2025-06-18,Store,1035.0,Credit Card,459.97,20.9,5.4,0.0,444.47,N/A,InStore,In-Store,False
102389,80,2025-07-26,Store,1020.0,Credit Card,42.99,0.0,5.2,0.0,48.19,N/A,InStore,In-Store,False
102418,6,2025-07-27,Store,1003.0,Credit Card,359.98,1.2,5.6,0.0,364.38,N/A,InStore,In-Store,False
102438,34,2025-07-21,Store,1043.0,Credit Card,49.99,0.0,11.2,0.0,61.19,N/A,InStore,In-Store,False
102439,55,2025-07-07,Store,1032.0,Credit Card,169.98,0.0,5.9,0.0,175.88,N/A,InStore,In-Store,False
102455,92,2025-07-09,Store,1017.0,Credit Card,154.98,19.8,3.3,0.0,138.48,N/A,InStore,In-Store,False
102463,33,2025-07-19,Store,1004.0,Credit Card,94.99,0.0,3.2,0.0,98.19,N/A,InStore,In-Store,False
102512,90,2025-08-14,Store,1004.0,Credit Card,159.99,4.8,9.2,0.0,164.39,N/A,InStore,In-Store,False
102532,48,2025-08-16,Store,1023.0,Google Pay,84.99,35.7,10.7,0.0,59.99,N/A,InStore,In-Store,False
102538,43,2025-08-10,Store,1006.0,Credit Card,494.97,22.75,4.8,0.0,477.02,N/A,InStore,In-Store,False
102540,3,2025-08-01,Store,1039.0,Credit Card,299.97,6.5,5.3,0.0,298.77,N/A,InStore,In-Store,False
102547,89,2025-08-03,Store,1017.0,Credit Card,219.98,1.3,5.6,0.0,224.28,N/A,InStore,In-Store,False
102564,93,2025-08-02,Store,1017.0,Credit Card,84.99,0.0,4.7,0.0,89.69,N/A,InStore,In-Store,False
102577,77,2025-08-29,Store,1021.0,Credit Card,219.98,0.0,12.3,0.0,232.28,N/A,InStore,In-Store,False
102583,38,2025-08-14,Store,1005.0,Credit Card,129.99,0.0,4.7,0.0,134.69,N/A,InStore,In-Store,False
102609,22,2025-08-18,Store,1033.0,Credit Card,84.99,0.0,13.6,0.0,98.59,N/A,InStore,In-Store,False
102618,12,2025-08-21,Store,1037.0,Credit Card,34.99,4.55,3.8,0.0,34.24,N/A,InStore,In-Store,False
102643,97,2025-08-08,Store,1030.0,Credit Card,569.97,44.0,2.4,0.0,528.37,N/A,InStore,In-Store,False
102648,60,2025-08-16,Store,1010.0,Credit Card,499.97,6.8,11.4,0.0,504.57,N/A,InStore,In-Store,False
102649,70,2025-08-25,Store,1046.0,Credit Card,79.98,0.0,5.9,0.0,85.88,N/A,InStore,In-Store,False
102701,31,2025-09-04,Store,1013.0,Credit Card,294.98,0.0,7.0,0.0,301.98,N/A,InStore,In-Store,False
102723,50,2025-09-01,Store,1003.0,Credit Card,124.98,0.0,5.7,0.0,130.68,N/A,InStore,In-Store,False
102734,49,2025-09-29,Store,1008.0,Credit Card,129.99,11.7,3.9,0.0,122.19,N/A,InStore,In-Store,False
102736,8,2025-09-16,Store,1019.0,Credit Card,129.99,5.2,2.7,0.0,127.49,N/A,InStore,In-Store,False
102760,5,2025-09-18,Store,1030.0,Credit Card,159.99,0.0,11.5,0.0,171.49,N/A,InStore,In-Store,False
102769,23,2025-09-23,Store,1004.0,Cash,549.97,32.0,3.1,0.0,521.07,N/A,InStore,In-Store,False
102780,71,2025-09-06,Store,1008.0,Credit Card,99.99,39.0,4.8,0.0,65.79,N/A,InStore,In-Store,False
102789,50,2025-09-17,Store,1038.0,Credit Card,354.96,11.6,15.0,0.0,358.36,N/A,InStore,In-Store,False
102790,87,2025-09-25,Store,1021.0,Google Pay,74.99,0.0,6.3,0.0,81.29,N/A,InStore,In-Store,False
102791,7,2025-09-28,Store,1007.0,Credit Card,114.98,0.0,11.5,0.0,126.48,N/A,InStore,In-Store,False
102792,3,2025-09-27,Store,1008.0,Credit Card,299.98,0.0,4.3,0.0,304.28,N/A,InStore,In-Store,False
102803,81,2025-09-15,Store,1027.0,Apple Pay,169.99,49.3,6.1,0.0,126.79,N/A,InStore,In-Store,False
102810,39,2025-09-24,Store,1037.0,PayPal,119.99,1.2,3.3,0.0,122.09,N/A,InStore,In-Store,False
102813,47,2025-09-20,Store,1035.0,Credit Card,249.99,25.0,9.2,0.0,234.19,N/A,InStore,In-Store,False
102814,92,2025-09-30,Store,1018.0,Credit Card,184.98,7.65,7.1,0.0,184.43,N/A,InStore,In-Store,False
102872,23,2025-10-06,Store,1001.0,Credit Card,159.99,12.8,2.7,0.0,149.89,N/A,InStore,In-Store,False
102895,80,2025-10-01,Store,1018.0,Credit Card,424.97,13.6,8.4,0.0,419.77,N/A,InStore,In-Store,False
102900,51,2025-10-15,Store,1025.0,Credit Card,42.99,0.86,15.9,0.0,58.03,N/A,InStore,In-Store,False
102905,72,2025-10-01,Store,1015.0,Credit Card,84.99,0.0,6.6,0.0,91.59,N/A,InStore,In-Store,False
102912,67,2025-10-03,Store,1005.0,Cash,79.98,7.2,5.8,0.0,78.58,N/A,InStore,In-Store,False
102915,84,2025-10-11,Store,1037.0,Credit Card,134.98,8.5,6.1,0.0,132.58,N/A,InStore,In-Store,False
102950,25,2025-10-05,Store,1026.0,Credit Card,389.97,7.8,2.9,0.0,385.07,N/A,InStore,In-Store,False
102951,28,2025-10-10,Store,1003.0,Debit Card,134.99,0.0,3.8,0.0,138.79,N/A,InStore,In-Store,False
102954,55,2025-10-11,Store,1031.0,Credit Card,284.98,5.7,5.8,0.0,285.08,N/A,InStore,In-Store,False
102962,84,2025-10-13,Store,1030.0,Google Pay,259.98,3.9,8.5,0.0,264.58,N/A,InStore,In-Store,False
102975,60,2025-10-13,Store,1011.0,Credit Card,214.98,44.1,13.7,0.0,184.58,N/A,InStore,In-Store,False
102989,96,2025-10-15,Store,1041.0,Google Pay,277.97,9.5,13.9,0.0,282.37,N/A,InStore,In-Store,False
102992,2,2025-10-12,Store,1006.0,Credit Card,429.98,9.0,15.7,0.0,436.68,N/A,InStore,In-Store,False
103004,55,2025-10-13,Store,1032.0,Credit Card,299.99,0.0,13.6,0.0,313.59,N/A,InStore,In-Store,False
103007,81,2025-10-01,Store,1024.0,Credit Card,89.98,2.7,3.8,0.0,91.08,N/A,InStore,In-Store,False
103011,72,2025-10-05,Store,1040.0,Debit Card,59.99,3.0,14.1,0.0,71.09,N/A,InStore,In-Store,False
103020,89,2025-10-03,Store,1021.0,Credit Card,69.99,0.0,3.5,0.0,73.49,N/A,InStore,In-Store,False
103023,92,2025-10-05,Store,1040.0,Credit Card,74.99,0.0,6.9,0.0,81.89,N/A,InStore,In-Store,False
103026,10,2025-10-07,Store,1046.0,Credit Card,42.99,0.0,3.9,0.0,46.89,N/A,InStore,In-Store,False
102520,21,2025-08-10,Store,1024.0,Credit Card,129.99,5.2,6.4,0.0,131.19,N/A,InStore,In-Store,False
102642,22,2025-08-19,Store,1034.0,Credit Card,342.98,9.0,4.0,0.0,337.98,N/A,InStore,In-Store,False
102646,4,2025-08-11,Store,1019.0,Credit Card,99.99,3.0,6.0,0.0,102.99,N/A,InStore,In-Store,False
100001,92,2024-07-11,Store,1015.0,Credit Card,42.99,0.86,5.5,0.0,47.63,N/A,InStore,In-Store,False
100008,75,2024-07-25,Store,1001.0,Google Pay,189.99,0.0,14.2,0.0,204.19,N/A,InStore,In-Store,False
100021,93,2024-07-03,Store,1015.0,Credit Card,49.99,5.0,4.1,0.0,49.09,N/A,InStore,In-Store,False
100023,20,2024-07-05,Store,1030.0,Debit Card,234.97,1.2,15.1,0.0,248.87,N/A,InStore,In-Store,False
100025,46,2024-07-26,Store,1017.0,Credit Card,359.98,0.0,4.8,0.0,364.78,N/A,InStore,In-Store,False
100033,33,2024-07-09,Store,1003.0,Credit Card,154.98,12.0,5.2,0.0,148.18,N/A,InStore,In-Store,False
100037,38,2024-07-25,Store,1003.0,Credit Card,89.99,0.0,8.5,0.0,98.49,N/A,InStore,In-Store,False
100073,15,2024-07-02,Store,1046.0,Credit Card,129.99,0.0,11.9,0.0,141.89,N/A,InStore,In-Store,False
100075,49,2024-07-25,Store,1046.0,Credit Card,324.98,6.65,11.5,0.0,329.83,N/A,InStore,In-Store,False
100076,89,2024-07-21,Store,1020.0,Credit Card,394.98,19.9,6.3,0.0,381.38,N/A,InStore,In-Store,False
100087,81,2024-07-11,Store,1026.0,Credit Card,42.99,0.0,3.1,0.0,46.09,N/A,InStore,In-Store,False
100088,25,2024-07-18,Store,1025.0,Credit Card,249.98,27.6,3.5,0.0,225.88,N/A,InStore,In-Store,False
100112,40,2024-07-24,Store,1011.0,Credit Card,239.98,15.3,6.5,0.0,231.18,N/A,InStore,In-Store,False
100083,80,2024-07-22,Store,1022.0,Credit Card,319.98,4.6,3.4,0.0,318.78,N/A,InStore,In-Store,False
100094,40,2024-07-13,Store,1008.0,Debit Card,169.99,3.4,10.1,0.0,176.69,N/A,InStore,In-Store,False
100114,79,2024-07-30,Store,1002.0,PayPal,509.97,0.0,4.2,0.0,514.17,N/A,InStore,In-Store,False
100169,64,2024-08-11,Store,1012.0,Credit Card,89.99,0.0,3.0,0.0,92.99,N/A,InStore,In-Store,False
100182,21,2024-08-06,Store,1045.0,Credit Card,99.99,23.0,10.1,0.0,87.09,N/A,InStore,In-Store,False
100197,92,2024-08-29,Store,1014.0,Credit Card,442.97,6.6,14.7,0.0,451.07,N/A,InStore,In-Store,False
100198,40,2024-08-21,Store,1013.0,Credit Card,334.97,5.95,5.3,0.0,334.32,N/A,InStore,In-Store,False
100200,57,2024-08-25,Store,1024.0,PayPal,129.99,6.5,13.9,0.0,137.39,N/A,InStore,In-Store,False
100206,24,2024-08-30,Store,1036.0,Credit Card,224.98,4.05,3.1,0.0,224.03,N/A,InStore,In-Store,True
100210,26,2024-08-10,Store,1004.0,Credit Card,79.99,0.0,4.7,0.0,84.69,N/A,InStore,In-Store,False
100226,28,2024-08-02,Store,1005.0,Google Pay,439.98,8.4,11.0,0.0,442.58,N/A,InStore,In-Store,False
100231,97,2024-08-01,Store,1032.0,Credit Card,274.98,0.0,5.9,0.0,280.88,N/A,InStore,In-Store,False
100233,56,2024-08-15,Store,1015.0,Credit Card,69.99,0.0,5.5,0.0,75.49,N/A,InStore,In-Store,False
100237,12,2024-08-24,Store,1036.0,Credit Card,99.99,9.0,8.9,0.0,99.89,N/A,InStore,In-Store,False
100250,11,2024-08-17,Store,1034.0,Credit Card,694.96,46.8,10.5,0.0,658.66,N/A,InStore,In-Store,False
100293,90,2024-08-03,Store,1043.0,Credit Card,144.98,2.25,6.8,0.0,149.53,N/A,InStore,In-Store,False
100299,96,2024-08-29,Store,1041.0,Credit Card,289.98,12.0,5.1,0.0,283.08,N/A,InStore,In-Store,False
100366,3,2024-09-13,Store,1010.0,Credit Card,249.99,0.0,5.3,0.0,255.29,N/A,InStore,In-Store,False
100368,76,2024-09-09,Store,1023.0,Credit Card,169.99,78.2,5.9,0.0,97.69,N/A,InStore,In-Store,False
100372,24,2024-09-28,Store,1033.0,Debit Card,229.99,11.5,6.2,0.0,224.69,N/A,InStore,In-Store,False
100390,11,2024-09-13,Store,1032.0,Credit Card,39.99,1.2,4.5,0.0,43.29,N/A,InStore,In-Store,False
100408,40,2024-09-23,Store,1013.0,Credit Card,69.99,4.2,4.4,0.0,70.19,N/A,InStore,In-Store,False
100410,24,2024-09-17,Store,1032.0,Credit Card,169.99,0.0,8.0,0.0,177.99,N/A,InStore,In-Store,False
100428,23,2024-09-16,Store,1043.0,Credit Card,89.99,0.0,3.4,0.0,93.39,N/A,InStore,In-Store,False
100438,20,2024-09-02,Store,1030.0,Credit Card,69.99,0.0,15.4,0.0,85.39,N/A,InStore,In-Store,False
100450,77,2024-09-01,Store,1017.0,Credit Card,234.98,0.0,15.7,0.0,250.68,N/A,InStore,In-Store,False
100287,65,2024-08-09,Store,1015.0,Credit Card,79.99,2.4,3.3,0.0,80.89,N/A,InStore,In-Store,False
100377,23,2024-09-30,Store,1003.0,Credit Card,439.97,13.3,11.0,0.0,437.67,N/A,InStore,In-Store,False
100391,71,2024-09-10,Store,1010.0,Credit Card,79.99,7.2,15.3,0.0,88.09,N/A,InStore,In-Store,False
100421,58,2024-09-22,Store,1008.0,Credit Card,264.97,0.35,6.7,0.0,271.32,N/A,InStore,In-Store,False
100448,57,2024-09-19,Store,1045.0,Credit Card,294.97,2.85,3.1,0.0,295.22,N/A,InStore,In-Store,False
100455,48,2024-09-23,Store,1025.0,Credit Card,79.98,0.0,6.7,0.0,86.68,N/A,InStore,In-Store,False
100540,67,2024-10-31,Store,1043.0,Apple Pay,79.99,4.0,6.7,0.0,82.69,N/A,InStore,In-Store,False
100546,19,2024-10-14,Store,1029.0,Credit Card,299.99,15.0,14.2,0.0,299.19,N/A,InStore,In-Store,False
100561,60,2024-10-24,Store,1007.0,Credit Card,419.98,1.9,9.1,0.0,427.18,N/A,InStore,In-Store,False
100576,90,2024-10-13,Store,1006.0,Credit Card,334.97,17.5,5.5,0.0,322.97,N/A,InStore,In-Store,False
100577,14,2024-10-03,Store,1028.0,PayPal,339.98,3.4,6.1,0.0,342.68,N/A,InStore,In-Store,False
100601,94,2024-10-10,Store,1039.0,Credit Card,259.97,0.0,5.0,0.0,264.97,N/A,InStore,In-Store,False
100603,59,2024-10-07,Store,1045.0,Credit Card,299.99,0.0,3.4,0.0,303.39,N/A,InStore,In-Store,False
100616,56,2024-10-24,Store,1020.0,Credit Card,299.99,144.0,12.3,0.0,168.29,N/A,InStore,In-Store,False
100637,9,2024-10-02,Store,1031.0,Credit Card,169.99,6.8,6.5,0.0,169.69,N/A,InStore,In-Store,False
100643,54,2024-10-30,Store,1031.0,Credit Card,94.99,0.0,13.4,0.0,108.39,N/A,InStore,In-Store,False
100648,6,2024-10-02,Store,1043.0,Credit Card,229.97,17.1,11.5,0.0,224.37,N/A,InStore,In-Store,False
100649,28,2024-10-05,Store,1001.0,Credit Card,164.99,0.0,3.6,0.0,168.59,N/A,InStore,In-Store,False
100650,18,2024-10-04,Store,1040.0,Credit Card,169.99,17.0,6.5,0.0,159.49,N/A,InStore,In-Store,False
100657,28,2024-10-12,Store,1043.0,Credit Card,74.99,1.5,15.2,0.0,88.69,N/A,InStore,In-Store,False
100677,89,2024-10-13,Store,1017.0,Credit Card,579.97,11.5,13.0,0.0,581.47,N/A,InStore,In-Store,False
100679,23,2024-10-26,Store,1006.0,Apple Pay,399.97,88.8,4.7,0.0,315.87,N/A,InStore,In-Store,False
100750,53,2024-11-07,Store,1012.0,Credit Card,209.98,0.0,8.7,0.0,218.68,N/A,InStore,In-Store,False
