TOUCHPOINT_ID,CUSTOMER_ID,SESSION_ID,TOUCHPOINT_TIMESTAMP,TOUCHPOINT_TYPE,CHANNEL,CAMPAIGN_ID,PAGES_VIEWED,CART_ADDITIONS,CART_VALUE,CONVERTED_FLAG,TRANSACTION_ID,DEVICE_TYPE,STORE_ID
2371,39,S101041,2024-12-16,Store Visit,Walk-in,113.0,2,0,149.98,True,101041.0,InStore,1031.0
2372,65,S101053,2024-12-08,Store Visit,Walk-in,N/A,9,5,199.98,True,101053.0,InStore,1021.0
2373,69,S101122,2025-01-06,Store Visit,Walk-in,N/A,5,4,229.99,True,101122.0,InStore,1026.0
2374,13,S101131,2025-01-12,Store Visit,Walk-in,N/A,6,3,299.99,True,101131.0,InStore,1004.0
2375,98,S101135,2025-01-15,Store Visit,Walk-in,N/A,8,4,129.99,True,101135.0,InStore,1035.0
2376,43,S101137,2025-01-03,Store Visit,Walk-in,N/A,10,1,204.98,True,101137.0,InStore,1003.0
2377,19,S101139,2025-01-24,Store Visit,Walk-in,N/A,10,2,169.99,True,101139.0,InStore,1032.0
2378,46,S101147,2025-01-14,Store Visit,Walk-in,N/A,1,5,39.99,True,101147.0,InStore,1017.0
2379,39,S101166,2025-01-23,Store Visit,Walk-in,N/A,10,5,229.98,True,101166.0,InStore,1030.0
2380,12,S101175,2025-01-23,Store Visit,Walk-in,113.0,7,4,94.99,True,101175.0,InStore,1033.0
2381,88,S101184,2025-01-07,Store Visit,Walk-in,N/A,4,4,89.99,True,101184.0,InStore,1004.0
2382,20,S101187,2025-01-27,Store Visit,Walk-in,N/A,1,5,282.97,True,101187.0,InStore,1033.0
2383,82,S101189,2025-01-14,Store Visit,Walk-in,N/A,8,5,74.99,True,101189.0,InStore,1038.0
2384,41,S101198,2025-01-09,Store Visit,Walk-in,N/A,6,4,79.98,True,101198.0,InStore,1004.0
2385,25,S101281,2025-02-11,Store Visit,Walk-in,N/A,10,2,449.97,True,101281.0,InStore,1028.0
2386,1,S101287,2025-02-13,Store Visit,Walk-in,N/A,9,2,134.99,True,101287.0,InStore,1040.0
2387,51,S101289,2025-02-11,Store Visit,Walk-in,N/A,2,3,449.97,True,101289.0,InStore,1028.0
2388,48,S101301,2025-02-16,Store Visit,Walk-in,N/A,3,5,254.97,True,101301.0,InStore,1028.0
2389,83,S101303,2025-02-08,Store Visit,Walk-in,N/A,9,1,89.99,True,101303.0,InStore,1027.0
2390,81,S101304,2025-02-18,Store Visit,Walk-in,N/A,7,1,189.99,True,101304.0,InStore,1028.0
2391,20,S101318,2025-02-08,Store Visit,Walk-in,N/A,4,4,349.96,True,101318.0,InStore,1034.0
2392,8,S101320,2025-02-10,Store Visit,Walk-in,N/A,3,5,129.99,True,101320.0,InStore,1020.0
2393,18,S101326,2025-02-26,Store Visit,Walk-in,N/A,8,5,279.95,True,101326.0,InStore,1018.0
2394,98,S101335,2025-02-24,Store Visit,Walk-in,N/A,3,5,429.95,True,101335.0,InStore,1031.0
2395,92,S101370,2025-02-17,Store Visit,Walk-in,N/A,3,4,134.99,True,101370.0,InStore,1016.0
2396,31,S101372,2025-02-23,Store Visit,Walk-in,N/A,8,4,454.96,True,101372.0,InStore,1008.0
2397,51,S101373,2025-02-14,Store Visit,Walk-in,N/A,10,4,49.99,True,101373.0,InStore,1027.0
2398,29,S101378,2025-02-13,Store Visit,Walk-in,N/A,8,5,399.98,True,101378.0,InStore,1005.0
2399,96,S101380,2025-02-03,Store Visit,Walk-in,N/A,3,1,199.98,True,101380.0,InStore,1027.0
2400,28,S101381,2025-02-12,Store Visit,Walk-in,N/A,8,3,69.99,True,101381.0,InStore,1005.0
2401,23,S101398,2025-02-09,Store Visit,Walk-in,N/A,6,1,139.97,True,101398.0,InStore,1038.0
2402,35,S101402,2025-02-27,Store Visit,Walk-in,N/A,8,3,164.98,True,101402.0,InStore,1002.0
2403,71,S101408,2025-02-02,Store Visit,Walk-in,N/A,6,4,394.98,True,101408.0,InStore,1011.0
2404,21,S101414,2025-02-20,Store Visit,Walk-in,N/A,5,0,94.99,True,101414.0,InStore,1028.0
2405,91,S101418,2025-02-06,Store Visit,Walk-in,116.0,3,5,129.99,True,101418.0,InStore,1017.0
2406,62,S101491,2025-03-24,Store Visit,Walk-in,N/A,4,4,94.99,True,101491.0,InStore,1042.0
2407,2,S101496,2025-03-06,Store Visit,Walk-in,N/A,6,2,229.99,True,101496.0,InStore,1038.0
2408,79,S101512,2025-03-20,Store Visit,Walk-in,N/A,1,4,134.99,True,101512.0,InStore,1038.0
2409,62,S101515,2025-03-23,Store Visit,Walk-in,N/A,4,5,229.99,True,101515.0,InStore,1031.0
2410,52,S101522,2025-03-10,Store Visit,Walk-in,N/A,4,5,69.99,True,101522.0,InStore,1014.0
2411,3,S101526,2025-03-05,Store Visit,Walk-in,N/A,8,4,42.99,True,101526.0,InStore,1007.0
2412,33,S101528,2025-03-07,Store Visit,Walk-in,N/A,4,5,399.96,True,101528.0,InStore,1001.0
2413,94,S101531,2025-03-22,Store Visit,Walk-in,N/A,2,4,249.99,True,101531.0,InStore,1012.0
2414,70,S101534,2025-03-03,Store Visit,Walk-in,N/A,6,1,189.99,True,101534.0,InStore,1009.0
2415,67,S101535,2025-03-14,Store Visit,Walk-in,N/A,8,1,94.99,True,101535.0,InStore,1001.0
2416,31,S101547,2025-03-10,Store Visit,Walk-in,N/A,10,2,259.98,True,101547.0,InStore,1009.0
2417,31,S101576,2025-03-23,Store Visit,Walk-in,N/A,8,5,129.99,True,101576.0,InStore,1011.0
2418,30,S101591,2025-03-13,Store Visit,Walk-in,N/A,9,1,439.98,True,101591.0,InStore,1025.0
2419,6,S101615,2025-03-09,Store Visit,Walk-in,N/A,3,1,34.99,True,101615.0,InStore,1005.0
2420,1,S101618,2025-03-27,Store Visit,Walk-in,N/A,5,3,264.98,True,101618.0,InStore,1044.0
2421,59,S101621,2025-03-13,Store Visit,Walk-in,N/A,9,1,99.99,True,101621.0,InStore,1026.0
2422,39,S101624,2025-03-14,Store Visit,Walk-in,N/A,3,0,399.98,True,101624.0,InStore,1032.0
2423,37,S101635,2025-03-08,Store Visit,Walk-in,N/A,10,3,439.97,True,101635.0,InStore,1025.0
2424,77,S101637,2025-03-31,Store Visit,Walk-in,N/A,6,3,164.99,True,101637.0,InStore,1020.0
2425,25,S101643,2025-03-20,Store Visit,Walk-in,N/A,5,2,89.98,True,101643.0,InStore,1024.0
2426,83,S101714,2025-04-15,Store Visit,Walk-in,N/A,5,3,239.98,True,101714.0,InStore,1023.0
2427,34,S101727,2025-04-30,Store Visit,Walk-in,N/A,5,3,129.99,True,101727.0,InStore,1003.0
2428,15,S101731,2025-04-05,Store Visit,Walk-in,N/A,7,5,209.98,True,101731.0,InStore,1039.0
2429,14,S101738,2025-04-17,Store Visit,Walk-in,N/A,2,4,164.98,True,101738.0,InStore,1024.0
2430,11,S101741,2025-04-16,Store Visit,Walk-in,N/A,5,1,239.98,True,101741.0,InStore,1035.0
2431,34,S101743,2025-04-21,Store Visit,Walk-in,104.0,9,3,824.96,True,101743.0,InStore,1006.0
2432,68,S101748,2025-04-07,Store Visit,Walk-in,118.0,2,1,89.99,True,101748.0,InStore,1033.0
2433,41,S101753,2025-04-21,Store Visit,Walk-in,N/A,2,1,259.98,True,101753.0,InStore,1005.0
2434,25,S101762,2025-04-22,Store Visit,Walk-in,N/A,2,0,175.97,True,101762.0,InStore,1024.0
2435,32,S101773,2025-04-10,Store Visit,Walk-in,N/A,7,3,419.98,True,101773.0,InStore,1013.0
2436,87,S101779,2025-04-05,Store Visit,Walk-in,N/A,10,4,189.99,True,101779.0,InStore,1014.0
2437,14,S101788,2025-04-20,Store Visit,Walk-in,N/A,3,4,279.98,True,101788.0,InStore,1028.0
2438,32,S101790,2025-04-28,Store Visit,Walk-in,N/A,7,0,89.99,True,101790.0,InStore,1046.0
2439,53,S101791,2025-04-02,Store Visit,Walk-in,118.0,8,5,49.99,True,101791.0,InStore,1012.0
2440,12,S101808,2025-04-21,Store Visit,Walk-in,N/A,10,0,119.99,True,101808.0,InStore,1037.0
2441,21,S101835,2025-04-09,Store Visit,Walk-in,N/A,6,2,104.98,True,101835.0,InStore,1024.0
2442,78,S101836,2025-04-30,Store Visit,Walk-in,N/A,4,2,212.98,True,101836.0,InStore,1043.0
2443,43,S101855,2025-04-22,Store Visit,Walk-in,N/A,9,4,189.98,True,101855.0,InStore,1038.0
2444,37,S101860,2025-04-21,Store Visit,Walk-in,N/A,3,2,129.98,True,101860.0,InStore,1028.0
2445,22,S101868,2025-04-06,Store Visit,Walk-in,N/A,10,4,159.99,True,101868.0,InStore,1033.0
2446,32,S101874,2025-04-14,Store Visit,Walk-in,N/A,2,4,669.96,True,101874.0,InStore,1009.0
2447,76,S101876,2025-04-30,Store Visit,Walk-in,N/A,2,1,239.98,True,101876.0,InStore,1027.0
2448,37,S101880,2025-04-13,Store Visit,Walk-in,N/A,1,5,99.99,True,101880.0,InStore,1045.0
2449,21,S101881,2025-04-24,Store Visit,Walk-in,N/A,4,2,134.99,True,101881.0,InStore,1026.0
2450,31,S101883,2025-04-30,Store Visit,Walk-in,N/A,7,2,149.99,True,101883.0,InStore,1046.0
2451,81,S101888,2025-04-19,Store Visit,Walk-in,N/A,7,1,59.99,True,101888.0,InStore,1027.0
2452,36,S101897,2025-04-02,Store Visit,Walk-in,N/A,4,5,134.99,True,101897.0,InStore,1002.0
2453,91,S101945,2025-05-02,Store Visit,Walk-in,N/A,8,2,269.98,True,101945.0,InStore,1020.0
2454,80,S101951,2025-05-04,Store Visit,Walk-in,N/A,7,2,169.99,True,101951.0,InStore,1017.0
2455,44,S101957,2025-05-09,Store Visit,Walk-in,N/A,9,1,84.99,True,101957.0,InStore,1008.0
2456,94,S101958,2025-05-08,Store Visit,Walk-in,N/A,5,3,199.98,True,101958.0,InStore,1046.0
2457,32,S101969,2025-05-11,Store Visit,Walk-in,N/A,9,1,234.98,True,101969.0,InStore,1008.0
2458,19,S101971,2025-05-05,Store Visit,Walk-in,N/A,6,0,254.97,True,101971.0,InStore,1047.0
2459,45,S101973,2025-05-06,Store Visit,Walk-in,N/A,8,2,429.95,True,101973.0,InStore,1044.0
2460,22,S101974,2025-05-24,Store Visit,Walk-in,N/A,2,4,299.98,True,101974.0,InStore,1035.0
2461,52,S101994,2025-05-29,Store Visit,Walk-in,N/A,5,5,289.98,True,101994.0,InStore,1022.0
2462,67,S102002,2025-05-27,Store Visit,Walk-in,N/A,1,4,39.99,True,102002.0,InStore,1004.0
2463,80,S102008,2025-05-06,Store Visit,Walk-in,N/A,8,5,34.99,True,102008.0,InStore,1014.0
2464,7,S102012,2025-05-25,Store Visit,Walk-in,N/A,10,4,439.97,True,102012.0,InStore,1046.0
2465,59,S102032,2025-05-03,Store Visit,Walk-in,N/A,10,5,39.99,True,102032.0,InStore,1045.0
2466,39,S102037,2025-05-03,Store Visit,Walk-in,N/A,10,5,129.99,True,102037.0,InStore,1031.0
2467,6,S102074,2025-05-23,Store Visit,Walk-in,N/A,9,1,119.99,True,102074.0,InStore,1004.0
2468,100,S102078,2025-05-18,Store Visit,Walk-in,N/A,3,0,242.97,True,102078.0,InStore,1035.0
2469,78,S102085,2025-05-29,Store Visit,Walk-in,N/A,3,5,89.99,True,102085.0,InStore,1004.0
2470,89,S102089,2025-05-23,Store Visit,Walk-in,N/A,9,1,84.99,True,102089.0,InStore,1016.0
2471,87,S102102,2025-05-03,Store Visit,Walk-in,119.0,4,4,489.95,True,102102.0,InStore,1019.0
2472,85,S102105,2025-05-28,Store Visit,Walk-in,N/A,4,5,99.99,True,102105.0,InStore,1018.0
2473,91,S102153,2025-06-21,Store Visit,Walk-in,N/A,9,3,134.99,True,102153.0,InStore,1014.0
2474,97,S102191,2025-06-14,Store Visit,Walk-in,N/A,1,2,94.99,True,102191.0,InStore,1035.0
2475,94,S102195,2025-06-24,Store Visit,Walk-in,N/A,7,4,279.98,True,102195.0,InStore,1008.0
2476,58,S102198,2025-06-29,Store Visit,Walk-in,N/A,4,4,129.99,True,102198.0,InStore,1010.0
2477,5,S102209,2025-06-10,Store Visit,Walk-in,N/A,3,5,159.99,True,102209.0,InStore,1031.0
2478,31,S102214,2025-06-22,Store Visit,Walk-in,N/A,3,2,289.97,True,102214.0,InStore,1012.0
2479,87,S102219,2025-06-30,Store Visit,Walk-in,N/A,8,2,229.99,True,102219.0,InStore,1014.0
2480,34,S102221,2025-06-19,Store Visit,Walk-in,N/A,5,0,309.97,True,102221.0,InStore,1001.0
2481,40,S102240,2025-06-18,Store Visit,Walk-in,N/A,2,0,229.99,True,102240.0,InStore,1011.0
2482,97,S102245,2025-06-07,Store Visit,Walk-in,N/A,8,2,94.99,True,102245.0,InStore,1047.0
2483,33,S102249,2025-06-17,Store Visit,Walk-in,N/A,4,4,259.98,True,102249.0,InStore,1006.0
2484,97,S102275,2025-06-08,Store Visit,Walk-in,N/A,2,5,299.98,True,102275.0,InStore,1037.0
2485,23,S102283,2025-06-25,Store Visit,Walk-in,N/A,3,3,199.98,True,102283.0,InStore,1002.0
2486,45,S102309,2025-06-07,Store Visit,Walk-in,N/A,7,4,204.98,True,102309.0,InStore,1020.0
2487,31,S102312,2025-06-27,Store Visit,Walk-in,N/A,5,1,44.99,True,102312.0,InStore,1010.0
2488,49,S102346,2025-07-28,Store Visit,Walk-in,N/A,7,2,764.95,True,102346.0,InStore,1046.0
2489,16,S102355,2025-07-29,Store Visit,Walk-in,N/A,4,0,399.98,True,102355.0,InStore,1041.0
2490,99,S102356,2025-07-21,Store Visit,Walk-in,N/A,9,4,309.98,True,102356.0,InStore,1007.0
2491,24,S102360,2025-07-11,Store Visit,Walk-in,N/A,4,5,182.98,True,102360.0,InStore,1047.0
2492,96,S102367,2025-07-06,Store Visit,Walk-in,N/A,10,1,474.97,True,102367.0,InStore,1024.0
2493,57,S102372,2025-07-06,Store Visit,Walk-in,N/A,9,3,159.99,True,102372.0,InStore,1026.0
2494,55,S102401,2025-07-07,Store Visit,Walk-in,N/A,2,0,599.98,True,102401.0,InStore,1029.0
2495,21,S102402,2025-07-12,Store Visit,Walk-in,N/A,3,2,519.97,True,102402.0,InStore,1027.0
2496,85,S102416,2025-07-25,Store Visit,Walk-in,N/A,5,0,44.99,True,102416.0,InStore,1040.0
2497,14,S102422,2025-07-25,Store Visit,Walk-in,N/A,9,3,339.98,True,102422.0,InStore,1045.0
2498,45,S101296,2025-02-23,Store Visit,Walk-in,N/A,8,5,919.96,True,101296.0,InStore,1015.0
2499,8,S101507,2025-03-18,Store Visit,Walk-in,N/A,10,4,509.95,True,101507.0,InStore,1044.0
2500,27,S101617,2025-03-12,Store Visit,Walk-in,N/A,1,4,94.99,True,101617.0,InStore,1023.0
2501,8,S101623,2025-03-23,Store Visit,Walk-in,N/A,9,1,34.99,True,101623.0,InStore,1014.0
2502,85,S101802,2025-04-20,Store Visit,Walk-in,118.0,9,3,134.99,True,101802.0,InStore,1014.0
2503,50,S101834,2025-04-22,Store Visit,Walk-in,N/A,7,3,129.99,True,101834.0,InStore,1004.0
2504,50,S101845,2025-04-16,Store Visit,Walk-in,N/A,2,4,184.98,True,101845.0,InStore,1001.0
2505,64,S102018,2025-05-01,Store Visit,Walk-in,N/A,2,5,474.97,True,102018.0,InStore,1013.0
2506,59,S102107,2025-05-01,Store Visit,Walk-in,N/A,5,4,89.99,True,102107.0,InStore,1027.0
2507,73,S102206,2025-06-27,Store Visit,Walk-in,N/A,6,3,322.97,True,102206.0,InStore,1017.0
2508,26,S102213,2025-06-30,Store Visit,Walk-in,N/A,10,4,209.98,True,102213.0,InStore,1043.0
2509,53,S102256,2025-06-10,Store Visit,Walk-in,N/A,5,0,99.99,True,102256.0,InStore,1012.0
2510,34,S102259,2025-06-12,Store Visit,Walk-in,N/A,1,5,249.99,True,102259.0,InStore,1006.0
2511,69,S102260,2025-06-27,Store Visit,Walk-in,N/A,4,1,264.98,True,102260.0,InStore,1024.0
2512,95,S102263,2025-06-24,Store Visit,Walk-in,N/A,7,1,169.99,True,102263.0,InStore,1043.0
2513,82,S102288,2025-06-08,Store Visit,Walk-in,N/A,9,3,339.97,True,102288.0,InStore,1005.0
2514,27,S102292,2025-06-01,Store Visit,Walk-in,N/A,7,3,84.99,True,102292.0,InStore,1025.0
2515,22,S102293,2025-06-28,Store Visit,Walk-in,N/A,2,5,185.97,True,102293.0,InStore,1047.0
2516,25,S102310,2025-06-25,Store Visit,Walk-in,N/A,1,5,129.99,True,102310.0,InStore,1045.0
2517,19,S102316,2025-06-18,Store Visit,Walk-in,N/A,1,4,459.97,True,102316.0,InStore,1035.0
2518,80,S102389,2025-07-26,Store Visit,Walk-in,N/A,9,3,42.99,True,102389.0,InStore,1020.0
2519,6,S102418,2025-07-27,Store Visit,Walk-in,N/A,4,2,359.98,True,102418.0,InStore,1003.0
2520,34,S102438,2025-07-21,Store Visit,Walk-in,N/A,6,5,49.99,True,102438.0,InStore,1043.0
2521,55,S102439,2025-07-07,Store Visit,Walk-in,N/A,9,1,169.98,True,102439.0,InStore,1032.0
2522,92,S102455,2025-07-09,Store Visit,Walk-in,N/A,5,1,154.98,True,102455.0,InStore,1017.0
2523,33,S102463,2025-07-19,Store Visit,Walk-in,N/A,1,3,94.99,True,102463.0,InStore,1004.0
2524,90,S102512,2025-08-14,Store Visit,Walk-in,N/A,10,4,159.99,True,102512.0,InStore,1004.0
2525,48,S102532,2025-08-16,Store Visit,Walk-in,N/A,9,2,84.99,True,102532.0,InStore,1023.0
2526,43,S102538,2025-08-10,Store Visit,Walk-in,N/A,3,1,494.97,True,102538.0,InStore,1006.0
2527,3,S102540,2025-08-01,Store Visit,Walk-in,108.0,4,1,299.97,True,102540.0,InStore,1039.0
2528,89,S102547,2025-08-03,Store Visit,Walk-in,N/A,7,1,219.98,True,102547.0,InStore,1017.0
2529,93,S102564,2025-08-02,Store Visit,Walk-in,N/A,3,4,84.99,True,102564.0,InStore,1017.0
2530,77,S102577,2025-08-29,Store Visit,Walk-in,N/A,3,0,219.98,True,102577.0,InStore,1021.0
2531,38,S102583,2025-08-14,Store Visit,Walk-in,N/A,5,2,129.99,True,102583.0,InStore,1005.0
2532,22,S102609,2025-08-18,Store Visit,Walk-in,N/A,1,2,84.99,True,102609.0,InStore,1033.0
2533,12,S102618,2025-08-21,Store Visit,Walk-in,N/A,8,5,34.99,True,102618.0,InStore,1037.0
2534,97,S102643,2025-08-08,Store Visit,Walk-in,122.0,1,2,569.97,True,102643.0,InStore,1030.0
2535,60,S102648,2025-08-16,Store Visit,Walk-in,N/A,5,0,499.97,True,102648.0,InStore,1010.0
2536,70,S102649,2025-08-25,Store Visit,Walk-in,N/A,4,1,79.98,True,102649.0,InStore,1046.0
2537,31,S102701,2025-09-04,Store Visit,Walk-in,N/A,9,4,294.98,True,102701.0,InStore,1013.0
2538,50,S102723,2025-09-01,Store Visit,Walk-in,N/A,7,0,124.98,True,102723.0,InStore,1003.0
2539,49,S102734,2025-09-29,Store Visit,Walk-in,N/A,7,3,129.99,True,102734.0,InStore,1008.0
2540,8,S102736,2025-09-16,Store Visit,Walk-in,N/A,2,2,129.99,True,102736.0,InStore,1019.0
2541,5,S102760,2025-09-18,Store Visit,Walk-in,N/A,1,4,159.99,True,102760.0,InStore,1030.0
2542,23,S102769,2025-09-23,Store Visit,Walk-in,N/A,5,2,549.97,True,102769.0,InStore,1004.0
2543,71,S102780,2025-09-06,Store Visit,Walk-in,N/A,1,2,99.99,True,102780.0,InStore,1008.0
2544,50,S102789,2025-09-17,Store Visit,Walk-in,N/A,10,1,354.96,True,102789.0,InStore,1038.0
2545,87,S102790,2025-09-25,Store Visit,Walk-in,109.0,8,0,74.99,True,102790.0,InStore,1021.0
2546,7,S102791,2025-09-28,Store Visit,Walk-in,N/A,5,2,114.98,True,102791.0,InStore,1007.0
2547,3,S102792,2025-09-27,Store Visit,Walk-in,N/A,6,2,299.98,True,102792.0,InStore,1008.0
2548,81,S102803,2025-09-15,Store Visit,Walk-in,N/A,4,1,169.99,True,102803.0,InStore,1027.0
2549,39,S102810,2025-09-24,Store Visit,Walk-in,N/A,4,1,119.99,True,102810.0,InStore,1037.0
2550,47,S102813,2025-09-20,Store Visit,Walk-in,N/A,8,5,249.99,True,102813.0,InStore,1035.0
2551,92,S102814,2025-09-30,Store Visit,Walk-in,N/A,10,3,184.98,True,102814.0,InStore,1018.0
2552,23,S102872,2025-10-06,Store Visit,Walk-in,N/A,8,1,159.99,True,102872.0,InStore,1001.0
2553,80,S102895,2025-10-01,Store Visit,Walk-in,110.0,6,3,424.97,True,102895.0,InStore,1018.0
2554,51,S102900,2025-10-15,Store Visit,Walk-in,N/A,10,5,42.99,True,102900.0,InStore,1025.0
2555,72,S102905,2025-10-01,Store Visit,Walk-in,N/A,4,3,84.99,True,102905.0,InStore,1015.0
2556,67,S102912,2025-10-03,Store Visit,Walk-in,N/A,7,0,79.98,True,102912.0,InStore,1005.0
2557,84,S102915,2025-10-11,Store Visit,Walk-in,110.0,2,0,134.98,True,102915.0,InStore,1037.0
2558,25,S102950,2025-10-05,Store Visit,Walk-in,N/A,9,4,389.97,True,102950.0,InStore,1026.0
2559,28,S102951,2025-10-10,Store Visit,Walk-in,N/A,10,0,134.99,True,102951.0,InStore,1003.0
2560,55,S102954,2025-10-11,Store Visit,Walk-in,N/A,8,1,284.98,True,102954.0,InStore,1031.0
2561,84,S102962,2025-10-13,Store Visit,Walk-in,N/A,9,4,259.98,True,102962.0,InStore,1030.0
2562,60,S102975,2025-10-13,Store Visit,Walk-in,N/A,3,4,214.98,True,102975.0,InStore,1011.0
2563,96,S102989,2025-10-15,Store Visit,Walk-in,124.0,6,1,277.97,True,102989.0,InStore,1041.0
2564,2,S102992,2025-10-12,Store Visit,Walk-in,110.0,6,1,429.98,True,102992.0,InStore,1006.0
2565,55,S103004,2025-10-13,Store Visit,Walk-in,N/A,9,4,299.99,True,103004.0,InStore,1032.0
2566,81,S103007,2025-10-01,Store Visit,Walk-in,N/A,5,4,89.98,True,103007.0,InStore,1024.0
2567,72,S103011,2025-10-05,Store Visit,Walk-in,N/A,1,1,59.99,True,103011.0,InStore,1040.0
2568,89,S103020,2025-10-03,Store Visit,Walk-in,N/A,5,1,69.99,True,103020.0,InStore,1021.0
2569,92,S103023,2025-10-05,Store Visit,Walk-in,N/A,8,1,74.99,True,103023.0,InStore,1040.0
2570,10,S103026,2025-10-07,Store Visit,Walk-in,N/A,9,5,42.99,True,103026.0,InStore,1046.0
2571,21,S102520,2025-08-10,Store Visit,Walk-in,N/A,8,3,129.99,True,102520.0,InStore,1024.0
2572,22,S102642,2025-08-19,Store Visit,Walk-in,N/A,2,1,342.98,True,102642.0,InStore,1034.0
2573,4,S102646,2025-08-11,Store Visit,Walk-in,N/A,9,3,99.99,True,102646.0,InStore,1019.0
2574,92,S100001,2024-07-11,Store Visit,Walk-in,N/A,3,4,42.99,True,100001.0,InStore,1015.0
2575,75,S100008,2024-07-25,Store Visit,Walk-in,N/A,2,1,189.99,True,100008.0,InStore,1001.0
2576,93,S100021,2024-07-03,Store Visit,Walk-in,129.0,7,1,49.99,True,100021.0,InStore,1015.0
2577,20,S100023,2024-07-05,Store Visit,Walk-in,N/A,10,3,234.97,True,100023.0,InStore,1030.0
2578,46,S100025,2024-07-26,Store Visit,Walk-in,N/A,9,2,359.98,True,100025.0,InStore,1017.0
2579,33,S100033,2024-07-09,Store Visit,Walk-in,N/A,2,3,154.98,True,100033.0,InStore,1003.0
2580,38,S100037,2024-07-25,Store Visit,Walk-in,N/A,10,2,89.99,True,100037.0,InStore,1003.0
2581,15,S100073,2024-07-02,Store Visit,Walk-in,129.0,7,2,129.99,True,100073.0,InStore,1046.0
2582,49,S100075,2024-07-25,Store Visit,Walk-in,N/A,9,2,324.98,True,100075.0,InStore,1046.0
2583,89,S100076,2024-07-21,Store Visit,Walk-in,N/A,5,1,394.98,True,100076.0,InStore,1020.0
2584,81,S100087,2024-07-11,Store Visit,Walk-in,N/A,6,0,42.99,True,100087.0,InStore,1026.0
2585,25,S100088,2024-07-18,Store Visit,Walk-in,N/A,1,4,249.98,True,100088.0,InStore,1025.0
2586,40,S100112,2024-07-24,Store Visit,Walk-in,N/A,3,3,239.98,True,100112.0,InStore,1011.0
2587,80,S100083,2024-07-22,Store Visit,Walk-in,N/A,5,0,319.98,True,100083.0,InStore,1022.0
2588,40,S100094,2024-07-13,Store Visit,Walk-in,125.0,3,2,169.99,True,100094.0,InStore,1008.0
2589,79,S100114,2024-07-30,Store Visit,Walk-in,N/A,5,4,509.97,True,100114.0,InStore,1002.0
2590,64,S100169,2024-08-11,Store Visit,Walk-in,N/A,6,3,89.99,True,100169.0,InStore,1012.0
2591,21,S100182,2024-08-06,Store Visit,Walk-in,N/A,1,2,99.99,True,100182.0,InStore,1045.0
2592,92,S100197,2024-08-29,Store Visit,Walk-in,N/A,2,4,442.97,True,100197.0,InStore,1014.0
2593,40,S100198,2024-08-21,Store Visit,Walk-in,N/A,4,5,334.97,True,100198.0,InStore,1013.0
2594,57,S100200,2024-08-25,Store Visit,Walk-in,N/A,10,1,129.99,True,100200.0,InStore,1024.0
2595,24,S100206,2024-08-30,Store Visit,Walk-in,N/A,2,1,224.98,True,100206.0,InStore,1036.0
2596,26,S100210,2024-08-10,Store Visit,Walk-in,N/A,2,2,79.99,True,100210.0,InStore,1004.0
2597,28,S100226,2024-08-02,Store Visit,Walk-in,N/A,1,2,439.98,True,100226.0,InStore,1005.0
2598,97,S100231,2024-08-01,Store Visit,Walk-in,N/A,2,2,274.98,True,100231.0,InStore,1032.0
2599,56,S100233,2024-08-15,Store Visit,Walk-in,N/A,3,2,69.99,True,100233.0,InStore,1015.0
2600,12,S100237,2024-08-24,Store Visit,Walk-in,N/A,2,2,99.99,True,100237.0,InStore,1036.0
2601,11,S100250,2024-08-17,Store Visit,Walk-in,N/A,6,3,694.96,True,100250.0,InStore,1034.0
2602,90,S100293,2024-08-03,Store Visit,Walk-in,N/A,10,4,144.98,True,100293.0,InStore,1043.0
2603,96,S100299,2024-08-29,Store Visit,Walk-in,N/A,5,5,289.98,True,100299.0,InStore,1041.0
2604,3,S100366,2024-09-13,Store Visit,Walk-in,N/A,7,1,249.99,True,100366.0,InStore,1010.0
2605,76,S100368,2024-09-09,Store Visit,Walk-in,N/A,5,0,169.99,True,100368.0,InStore,1023.0
2606,24,S100372,2024-09-28,Store Visit,Walk-in,N/A,9,5,229.99,True,100372.0,InStore,1033.0
2607,11,S100390,2024-09-13,Store Visit,Walk-in,N/A,4,1,39.99,True,100390.0,InStore,1032.0
2608,40,S100408,2024-09-23,Store Visit,Walk-in,N/A,9,2,69.99,True,100408.0,InStore,1013.0
2609,24,S100410,2024-09-17,Store Visit,Walk-in,N/A,8,1,169.99,True,100410.0,InStore,1032.0
2610,23,S100428,2024-09-16,Store Visit,Walk-in,N/A,1,0,89.99,True,100428.0,InStore,1043.0
2611,20,S100438,2024-09-02,Store Visit,Walk-in,127.0,10,2,69.99,True,100438.0,InStore,1030.0
2612,77,S100450,2024-09-01,Store Visit,Walk-in,127.0,2,3,234.98,True,100450.0,InStore,1017.0
2613,65,S100287,2024-08-09,Store Visit,Walk-in,N/A,8,0,79.99,True,100287.0,InStore,1015.0
2614,23,S100377,2024-09-30,Store Visit,Walk-in,N/A,7,1,439.97,True,100377.0,InStore,1003.0
2615,71,S100391,2024-09-10,Store Visit,Walk-in,N/A,2,5,79.99,True,100391.0,InStore,1010.0
2616,58,S100421,2024-09-22,Store Visit,Walk-in,N/A,9,2,264.97,True,100421.0,InStore,1008.0
2617,57,S100448,2024-09-19,Store Visit,Walk-in,N/A,5,0,294.97,True,100448.0,InStore,1045.0
