TRANSACTION_ID,CUSTOMER_ID,ORDER_DATE,CHANNEL,STORE_ID,PAYMENT_METHOD,CARD_BANK,SUBTOTAL,DISCOUNT_AMOUNT,TAX_AMOUNT,SHIPPING_AMOUNT,TOTAL_AMOUNT,PROMO_CODE_USED,DEVICE_TYPE,FULFILLMENT_METHOD,RETURN_FLAG
102563,71,2025-08-17,Store,1013,Credit Card,,249.99,0.00,3.4,0.00,253.39,,,In-Store,false
102573,1,2025-08-20,Store,1022,Credit Card,,282.97,3.01,2.5,0.00,282.46,,,In-Store,false
102587,52,2025-08-30,Store,1022,Credit Card,,164.99,9.90,12.2,0.00,167.29,,,In-Store,false
102591,66,2025-08-16,Store,1026,Credit Card,,279.97,0.90,11.0,0.00,290.07,,,In-Store,false
102597,63,2025-08-02,Store,1029,Credit Card,,164.99,4.95,6.5,0.00,166.54,,,In-Store,false
102602,79,2025-08-21,Store,1001,Credit Card,,79.99,0.00,3.5,0.00,83.49,,,In-Store,false
102603,80,2025-08-12,Store,1017,Credit Card,,139.99,2.80,4.0,0.00,141.19,,,In-Store,false
102614,72,2025-08-02,Store,1022,Credit Card,,99.98,0.00,13.9,0.00,113.88,,,In-Store,false
102641,97,2025-08-29,Store,1032,Credit Card,,84.99,0.00,7.1,0.00,92.09,,,In-Store,false
102644,82,2025-08-28,Store,1003,Credit Card,,344.98,0.00,7.4,0.00,352.38,,,In-Store,false
102695,38,2025-09-22,Store,1001,Credit Card,,129.99,0.00,3.0,0.00,132.99,,,In-Store,false
102719,11,2025-09-06,Store,1047,Credit Card,,87.98,0.00,6.0,0.00,93.98,,,In-Store,false
102752,15,2025-09-20,Store,1009,Debit Card,,314.95,15.30,5.4,0.00,305.05,,,In-Store,false
102763,84,2025-09-03,Store,1035,Credit Card,,129.99,6.50,4.1,0.00,127.59,,,In-Store,false
102774,42,2025-09-15,Store,1038,Google Pay,,49.99,0.00,8.9,0.00,58.89,,,In-Store,false
102784,87,2025-09-25,Store,1022,Debit Card,,269.97,4.95,3.4,0.00,268.42,,,In-Store,false
102788,3,2025-09-07,Store,1013,Credit Card,,99.99,4.00,2.4,0.00,98.39,,,In-Store,false
102815,50,2025-09-14,Store,1004,Credit Card,,599.98,0.00,5.0,0.00,604.98,,,In-Store,false
102822,9,2025-09-05,Store,1036,Credit Card,,119.99,7.20,9.3,0.00,122.09,,,In-Store,false
102880,89,2025-10-13,Store,1018,Google Pay,,49.99,4.00,6.7,0.00,52.69,,,In-Store,false
102883,16,2025-10-04,Store,1045,Credit Card,,254.98,79.99,9.4,0.00,184.39,,,In-Store,false
102911,68,2025-10-06,Store,1031,Credit Card,,94.99,0.00,3.1,0.00,98.09,,,In-Store,false
102927,38,2025-10-06,Store,1003,Google Pay,,189.96,13.00,2.9,0.00,179.86,,,In-Store,false
102934,77,2025-10-10,Store,1015,PayPal,,229.98,4.80,12.9,0.00,238.08,,,In-Store,false
102943,85,2025-10-05,Store,1015,Credit Card,,134.99,0.00,14.7,0.00,149.69,,,In-Store,false
102952,57,2025-10-14,Store,1023,PayPal,,39.99,0.00,3.2,0.00,43.19,,,In-Store,false
102967,82,2025-10-03,Store,1006,Credit Card,,74.99,0.00,4.9,0.00,79.89,,,In-Store,false
102968,3,2025-10-07,Store,1010,Credit Card,,74.99,0.00,4.2,0.00,79.19,,,In-Store,false
102976,19,2025-10-06,Store,1031,Credit Card,,42.99,0.00,9.1,0.00,52.09,,,In-Store,false
102990,38,2025-10-09,Store,1005,Credit Card,,169.99,0.00,2.5,0.00,172.49,,,In-Store,false
103005,31,2025-10-07,Store,1007,Apple Pay,,361.95,22.65,14.2,0.00,353.50,,,In-Store,false
103027,44,2025-10-08,Store,1007,Credit Card,,134.99,0.00,4.2,0.00,139.19,,,In-Store,false
100011,7,2024-07-20,Store,1009,Credit Card,,364.97,7.35,10.7,0.00,368.32,,,In-Store,false
100029,13,2024-07-30,Store,1038,Credit Card,,214.98,0.90,6.8,0.00,220.88,,,In-Store,false
100036,91,2024-07-02,Store,1020,Credit Card,,247.97,0.45,9.3,0.00,256.82,,,In-Store,false
100039,10,2024-07-11,Store,1046,Credit Card,,84.99,0.00,5.2,0.00,90.19,,,In-Store,false
100050,100,2024-07-31,Store,1034,Credit Card,,264.98,17.00,8.0,0.00,255.98,,,In-Store,false
100070,87,2024-07-14,Store,1018,Credit Card,,49.99,0.00,3.9,0.00,53.89,,,In-Store,false
100074,82,2024-07-28,Store,1002,Credit Card,,39.99,0.00,4.8,0.00,44.79,,,In-Store,false
100084,8,2024-07-09,Store,1040,Credit Card,,44.99,0.00,6.2,0.00,51.19,,,In-Store,false
100016,14,2024-07-24,Store,1024,Debit Card,,419.98,17.40,3.1,0.00,405.68,,,In-Store,false
100022,64,2024-07-22,Store,1009,Credit Card,,214.98,2.25,7.5,0.00,220.23,,,In-Store,false
100043,88,2024-07-07,Store,1002,Credit Card,,34.99,3.50,3.1,0.00,34.59,,,In-Store,false
100055,90,2024-07-25,Store,1006,Credit Card,,129.99,40.30,2.6,0.00,92.29,,,In-Store,false
100061,45,2024-07-21,Store,1040,Credit Card,,339.96,0.40,12.5,0.00,352.06,,,In-Store,false
100067,98,2024-07-16,Store,1033,Credit Card,,589.96,9.00,4.6,0.00,585.56,,,In-Store,false
100106,27,2024-07-29,Store,1045,Google Pay,,142.98,10.72,7.8,0.00,140.06,,,In-Store,false
100108,17,2024-07-08,Store,1035,Credit Card,,69.99,0.00,2.9,0.00,72.89,,,In-Store,false
101911,90,2025-04-21,Online,,Credit Card,,42.99,2.15,7.5,0.00,48.34,,Desktop,BOPIS,false
100895,32,2024-11-16,Online,,Credit Card,,249.98,0.00,4.5,0.00,254.48,,Desktop,BOPIS,false
100914,16,2024-11-13,Online,,Credit Card,,524.97,31.50,8.2,0.00,501.67,,Mobile App,BOPIS,false
102323,45,2025-06-28,Online,,Credit Card,,319.97,0.00,14.2,0.00,334.17,,Desktop,Ship,false
101265,46,2025-01-14,Mobile App,,Apple Pay,,229.98,27.00,6.2,23.00,232.18,,Mobile App,Ship,false
102120,69,2025-05-15,Online,,Debit Card,,139.99,0.00,7.8,14.00,161.79,,Desktop,Ship,false
102320,17,2025-06-06,Online,,Credit Card,,202.98,0.00,12.5,0.00,215.48,,Desktop,Ship,false
102478,96,2025-07-29,Online,,Debit Card,,144.98,4.00,3.7,0.00,144.68,,Desktop,Ship,false
102491,52,2025-07-05,Online,,Apple Pay,,314.97,5.10,3.7,0.00,313.57,,Mobile App,Ship,false
102498,95,2025-07-30,Online,,Debit Card,,204.97,11.20,14.8,0.00,208.57,,Desktop,Ship,false
102507,42,2025-07-23,Mobile App,,Credit Card,,74.99,3.75,13.1,0.00,84.34,,Mobile App,Ship,false
102656,40,2025-08-12,Online,,Credit Card,,49.99,0.00,12.7,0.00,62.69,,Desktop,Ship,false
102671,87,2025-08-28,Online,,Credit Card,,134.99,47.25,13.4,13.50,114.64,,Desktop,Ship,false
102675,75,2025-08-30,Online,,Credit Card,,39.99,4.00,2.8,4.00,42.79,,Desktop,Ship,false
102840,23,2025-09-24,Online,,Credit Card,,79.98,0.00,5.9,8.00,93.88,,Desktop,Ship,false
102844,28,2025-09-30,Online,,Credit Card,,252.97,0.00,3.2,0.00,256.17,,Mobile App,Ship,false
102855,78,2025-09-13,Online,,Credit Card,,529.97,25.10,8.5,0.00,513.37,,Mobile App,Ship,false
102858,16,2025-09-17,Mobile App,,Credit Card,,89.99,0.00,9.1,0.00,99.09,,Mobile App,Ship,false
102867,97,2025-09-16,Mobile App,,Credit Card,,169.99,15.30,12.9,0.00,167.59,,Mobile App,Ship,false
103034,90,2025-10-14,Online,,Credit Card,,129.99,0.00,10.1,13.00,153.09,,Desktop,Ship,false
103038,77,2025-10-06,Online,,Credit Card,,129.99,5.20,3.0,13.00,140.79,,Mobile App,Ship,false
103047,88,2025-10-01,Online,,Google Pay,,394.98,0.00,14.7,39.50,449.18,,Mobile App,Ship,false
103051,24,2025-10-11,Online,,Google Pay,,184.98,7.40,5.4,0.00,182.98,,Mobile App,Ship,false
103058,27,2025-10-03,Mobile App,,Credit Card,,272.97,28.80,15.9,0.00,260.07,,Mobile App,Ship,false
103066,58,2025-10-12,Mobile App,,Credit Card,,229.99,0.00,10.7,0.00,240.69,,Mobile App,Ship,false
103041,36,2025-10-06,Online,,Credit Card,,164.99,8.25,11.9,16.50,185.14,,Desktop,Ship,false
100121,38,2024-07-21,Online,,Debit Card,,89.99,9.00,9.7,0.00,90.69,,Desktop,Ship,false
100137,5,2024-07-07,Online,,Credit Card,,94.99,0.00,4.0,9.50,108.49,,Desktop,Ship,false
100160,71,2024-07-26,Mobile App,,Credit Card,,319.98,0.00,6.3,0.00,326.28,,Mobile App,Ship,false
100120,12,2024-07-25,Online,,Credit Card,,229.97,1.20,3.9,23.00,255.67,,Desktop,Ship,false
100144,83,2024-07-31,Online,,Credit Card,,214.98,12.00,15.9,0.00,218.88,,Mobile App,Ship,false
100159,46,2024-07-01,Mobile App,,Apple Pay,,419.97,8.60,7.6,0.00,418.97,,Mobile App,Ship,false
100161,75,2024-07-18,Mobile App,,Credit Card,,34.99,13.65,3.1,0.00,24.44,,Mobile App,Ship,false
100165,57,2024-07-23,Mobile App,,Credit Card,,134.99,0.00,5.7,13.50,154.19,,Mobile App,Ship,false
100146,37,2024-07-21,Online,,Credit Card,,144.98,0.00,6.8,14.50,166.28,,Mobile App,Ship,false
100312,51,2024-08-09,Online,,Credit Card,,284.97,21.10,3.5,28.50,295.87,,Desktop,Ship,false
100313,36,2024-08-23,Online,,Credit Card,,122.98,0.86,16.0,12.30,150.42,,Mobile App,Ship,false
100317,76,2024-08-28,Online,,Apple Pay,,379.97,2.80,5.2,0.00,382.37,,Mobile App,Ship,false
100319,89,2024-08-11,Online,,Credit Card,,494.96,0.00,8.7,49.50,553.16,,Mobile App,Ship,false
100333,6,2024-08-20,Online,,Debit Card,,439.96,0.00,5.8,44.00,489.76,,Mobile App,Ship,false
100346,81,2024-08-31,Mobile App,,Credit Card,,419.98,20.70,6.5,42.00,447.78,,Mobile App,Ship,false
100358,63,2024-08-07,Mobile App,,Credit Card,,389.96,0.00,5.8,0.00,395.76,,Mobile App,Ship,false
100310,56,2024-08-25,Online,,Credit Card,,169.99,1.70,4.1,17.00,189.39,,Mobile App,Ship,false
100323,51,2024-08-27,Online,,Credit Card,,469.98,13.70,3.4,0.00,459.68,,Desktop,Ship,false
100328,99,2024-08-21,Online,,Credit Card,,49.99,0.00,9.4,0.00,59.39,,Desktop,Ship,false
100357,19,2024-08-25,Mobile App,,Credit Card,,434.96,4.00,4.5,43.50,478.96,,Mobile App,Ship,false
100483,11,2024-09-16,Online,,Credit Card,,172.98,10.40,5.9,17.30,185.78,,Desktop,Ship,false
100484,67,2024-09-28,Online,,Credit Card,,59.99,0.60,2.8,6.00,68.19,,Mobile App,Ship,false
100487,46,2024-09-08,Online,,Apple Pay,,149.99,6.00,2.7,0.00,146.69,,Desktop,Ship,false
100495,88,2024-09-18,Online,,Credit Card,,379.97,1.50,7.6,38.00,424.07,,Mobile App,Ship,false
100500,21,2024-09-30,Online,,Credit Card,,299.97,21.00,6.7,0.00,285.67,,Desktop,Ship,false
100520,95,2024-09-07,Mobile App,,Credit Card,,139.99,0.00,7.1,0.00,147.09,,Mobile App,Ship,false
100524,34,2024-09-02,Mobile App,,Credit Card,,74.99,1.50,15.6,0.00,89.09,,Mobile App,Ship,false
100683,73,2024-10-02,Online,,Credit Card,,347.96,3.50,2.8,0.00,347.26,,Mobile App,Ship,false
100692,4,2024-10-18,Online,,Credit Card,,84.99,0.00,12.0,8.50,105.49,,Mobile App,Ship,false
100694,68,2024-10-01,Online,,Credit Card,,129.99,3.90,4.6,13.00,143.69,,Desktop,Ship,false
100698,89,2024-10-29,Online,,Credit Card,,59.99,0.00,10.8,0.00,70.79,,Desktop,Ship,false
100707,27,2024-10-14,Online,,Credit Card,,264.98,8.50,6.2,0.00,262.68,,Mobile App,Ship,false
100715,77,2024-10-29,Online,,Credit Card,,409.97,0.50,3.6,41.00,454.07,,Mobile App,Ship,false
100716,43,2024-10-02,Online,,Credit Card,,439.97,3.50,15.3,0.00,451.77,,Mobile App,Ship,false
100728,19,2024-10-01,Mobile App,,Apple Pay,,374.98,45.00,6.0,0.00,335.98,,Mobile App,Ship,false
100731,37,2024-10-03,Mobile App,,Credit Card,,244.97,13.00,6.2,24.50,262.67,,Mobile App,Ship,false
100734,21,2024-10-06,Mobile App,,Credit Card,,364.97,8.40,2.4,36.50,395.47,,Mobile App,Ship,false
100735,33,2024-10-20,Mobile App,,PayPal,,94.99,0.00,13.5,0.00,108.49,,Mobile App,Ship,false
100741,59,2024-10-20,Mobile App,,Credit Card,,169.99,0.00,2.9,17.00,189.89,,Mobile App,Ship,false
100883,2,2024-11-26,Online,,PayPal,,149.99,0.00,5.3,15.00,170.29,,Desktop,Ship,false
100886,99,2024-11-01,Online,,Credit Card,,149.99,1.50,9.4,15.00,172.89,,Mobile App,Ship,false
100892,73,2024-11-07,Online,,Credit Card,,94.99,6.65,4.9,9.50,102.74,,Mobile App,Ship,false
100898,32,2024-11-03,Online,,Credit Card,,59.99,3.00,3.0,0.00,59.99,,Desktop,Ship,false
100908,40,2024-11-29,Online,,Credit Card,,84.99,0.00,7.2,8.50,100.69,,Desktop,Ship,false
101065,97,2024-12-17,Online,,Credit Card,,379.97,10.40,10.7,38.00,418.27,,Mobile App,Ship,false
101097,85,2024-12-17,Mobile App,,Credit Card,,419.97,23.50,3.7,0.00,400.17,,Mobile App,Ship,false
100733,18,2024-10-24,Mobile App,,PayPal,,99.99,0.00,13.1,10.00,123.09,,Mobile App,Ship,false
100893,88,2024-11-14,Online,,Credit Card,,84.99,7.65,7.6,0.00,84.94,,Desktop,Ship,false
100909,72,2024-11-27,Online,,Credit Card,,89.99,0.00,4.8,0.00,94.79,,Mobile App,Ship,false
100930,20,2024-11-18,Mobile App,,Google Pay,,84.99,0.00,5.1,8.50,98.59,,Mobile App,Ship,false
101075,7,2024-12-31,Online,,Credit Card,,139.98,0.00,15.2,0.00,155.18,,Desktop,Ship,false
101090,38,2024-12-08,Online,,Debit Card,,139.99,7.00,4.7,0.00,137.69,,Desktop,Ship,false
101108,6,2024-12-06,Mobile App,,Credit Card,,59.99,0.00,8.1,6.00,74.09,,Mobile App,Ship,false
100935,92,2024-11-07,Mobile App,,Credit Card,,454.97,12.00,11.7,45.50,500.17,,Mobile App,Ship,false
101094,89,2024-12-27,Mobile App,,Debit Card,,364.97,0.00,10.1,36.50,411.57,,Mobile App,Ship,false
101246,64,2025-01-12,Online,,Credit Card,,129.99,0.00,6.8,13.00,149.79,,Mobile App,Ship,false
101247,61,2025-01-06,Online,,Google Pay,,229.99,23.00,13.8,23.00,243.79,,Mobile App,Ship,false
101249,30,2025-01-03,Online,,Credit Card,,342.97,4.30,4.3,0.00,342.97,,Mobile App,Ship,false
101258,85,2025-01-30,Online,,Credit Card,,84.99,0.00,4.3,8.50,97.79,,Mobile App,Ship,false
101261,63,2025-01-31,Mobile App,,Credit Card,,389.98,1.40,2.8,0.00,391.38,,Mobile App,Ship,false
101264,6,2025-01-02,Mobile App,,Debit Card,,229.99,4.60,16.0,23.00,264.39,,Mobile App,Ship,false
101266,30,2025-01-02,Mobile App,,Credit Card,,164.99,0.00,5.2,0.00,170.19,,Mobile App,Ship,false
101267,79,2025-01-04,Mobile App,,Credit Card,,42.99,0.00,10.0,0.00,52.99,,Mobile App,Ship,false
101273,11,2025-01-13,Mobile App,,Credit Card,,84.99,0.00,6.0,0.00,90.99,,Mobile App,Ship,false
101445,13,2025-02-04,Online,,Google Pay,,119.99,0.00,3.6,12.00,135.59,,Desktop,Ship,false
101464,18,2025-02-14,Mobile App,,Credit Card,,229.99,0.00,6.3,0.00,236.29,,Mobile App,Ship,false
101465,89,2025-02-24,Mobile App,,Credit Card,,164.99,0.00,5.1,16.50,186.59,,Mobile App,Ship,false
101468,94,2025-02-19,Mobile App,,Credit Card,,169.99,0.00,6.0,0.00,175.99,,Mobile App,Ship,false
101473,27,2025-02-24,Mobile App,,Google Pay,,399.98,36.00,4.9,0.00,368.88,,Mobile App,Ship,false
101476,9,2025-02-15,Mobile App,,Credit Card,,139.99,0.00,5.7,14.00,159.69,,Mobile App,Ship,false
101654,7,2025-03-01,Online,,Credit Card,,99.99,0.00,5.6,0.00,105.59,,Desktop,Ship,false
101662,49,2025-03-22,Online,,Credit Card,,94.99,0.00,9.6,0.00,104.59,,Desktop,Ship,false
101674,2,2025-03-13,Online,,Credit Card,,312.97,0.00,12.2,31.30,356.47,,Mobile App,Ship,false
101691,66,2025-03-25,Mobile App,,Credit Card,,44.99,0.00,6.2,4.50,55.69,,Mobile App,Ship,false
101694,79,2025-03-10,Mobile App,,Credit Card,,209.98,6.30,6.1,21.00,230.78,,Mobile App,Ship,false
101695,54,2025-03-29,Mobile App,,PayPal,,89.99,0.00,10.8,0.00,100.79,,Mobile App,Ship,false
101709,49,2025-03-20,Mobile App,,Credit Card,,539.97,46.50,6.9,54.00,554.37,,Mobile App,Ship,false
101909,58,2025-04-18,Online,,Credit Card,,249.98,14.00,11.6,0.00,247.58,,Desktop,Ship,false
101918,62,2025-04-14,Online,,Credit Card,,169.99,17.00,9.2,17.00,179.19,,Desktop,Ship,false
101932,61,2025-04-21,Mobile App,,Credit Card,,139.99,4.20,4.3,0.00,140.09,,Mobile App,Ship,false
101934,99,2025-04-25,Mobile App,,Google Pay,,319.98,0.00,8.6,0.00,328.58,,Mobile App,Ship,false
101937,9,2025-04-23,Mobile App,,Credit Card,,34.99,0.00,15.0,0.00,49.99,,Mobile App,Ship,false
102114,89,2025-05-09,Online,,Google Pay,,314.97,14.70,8.9,31.50,340.67,,Desktop,Ship,false
102329,32,2025-06-01,Online,,Credit Card,,214.98,9.50,7.0,21.50,233.98,,Mobile App,Ship,false
102331,20,2025-06-29,Online,,Google Pay,,79.98,7.20,7.8,0.00,80.58,,Mobile App,Ship,false
101704,35,2025-03-25,Mobile App,,Credit Card,,139.99,0.00,3.6,14.00,157.59,,Mobile App,Ship,false
101940,36,2025-04-16,Mobile App,,Credit Card,,79.99,0.00,11.9,0.00,91.89,,Mobile App,Ship,false
102115,84,2025-05-14,Online,,Credit Card,,172.98,2.15,7.7,0.00,178.53,,Mobile App,Ship,false
102134,46,2025-05-10,Mobile App,,Credit Card,,139.98,7.45,5.8,0.00,138.33,,Mobile App,Ship,false
102506,61,2025-07-02,Mobile App,,Credit Card,,119.99,0.00,4.6,12.00,136.59,,Mobile App,Ship,false
102669,43,2025-08-05,Online,,PayPal,,84.99,0.00,14.2,8.50,107.69,,Mobile App,Ship,false
102850,66,2025-09-06,Online,,Credit Card,,74.99,0.00,9.1,7.50,91.59,,Desktop,Ship,false
102856,75,2025-09-24,Mobile App,,Credit Card,,259.98,0.00,6.3,26.00,292.28,,Mobile App,Ship,false
102864,89,2025-09-30,Mobile App,,Credit Card,,604.96,0.00,5.7,0.00,610.66,,Mobile App,Ship,false
102865,21,2025-09-27,Mobile App,,Credit Card,,399.98,67.50,8.3,40.00,380.78,,Mobile App,Ship,false
103030,35,2025-10-14,Online,,Credit Card,,99.98,4.00,3.0,10.00,108.98,,Desktop,Ship,false
103039,80,2025-10-05,Online,,Credit Card,,564.97,116.10,10.3,0.00,459.17,,Desktop,Ship,false
103040,8,2025-10-14,Online,,Credit Card,,379.98,9.50,10.1,38.00,418.58,,Mobile App,Ship,false
103042,69,2025-10-13,Online,,Credit Card,,99.99,9.00,5.2,10.00,106.19,,Desktop,Ship,false
103053,77,2025-10-03,Online,,Credit Card,,522.96,16.80,6.1,52.30,564.56,,Desktop,Ship,false
102489,69,2025-07-16,Online,,Google Pay,,129.99,0.00,6.0,0.00,135.99,,Desktop,Ship,false
103032,61,2025-10-09,Online,,Credit Card,,334.98,0.00,8.3,33.50,376.78,,Mobile App,Ship,false
103050,43,2025-10-06,Online,,Credit Card,,469.97,6.40,10.7,47.00,521.27,,Mobile App,Ship,false
100149,81,2024-07-04,Mobile App,,Credit Card,,139.99,5.60,14.8,14.00,163.19,,Mobile App,Ship,false
100148,34,2024-07-01,Online,,Credit Card,,99.99,0.00,13.6,0.00,113.59,,Mobile App,Ship,false
100167,62,2024-08-13,Store,1030,Credit Card,,409.97,22.60,6.7,0.00,394.07,,,In-Store,false
100168,64,2024-08-01,Store,1011,Apple Pay,,69.99,2.80,4.7,0.00,71.89,,,In-Store,false
100170,44,2024-08-09,Store,1008,Credit Card,,197.97,0.00,6.8,0.00,204.77,,,In-Store,false
100178,31,2024-08-12,Store,1039,Credit Card,,279.98,2.30,7.0,0.00,284.68,,,In-Store,false
100185,16,2024-08-14,Store,1023,Credit Card,,299.99,0.00,6.8,0.00,306.79,,,In-Store,false
100194,50,2024-08-24,Store,1002,Credit Card,,129.99,0.00,9.3,0.00,139.29,,,In-Store,false
100202,9,2024-08-13,Store,1029,Credit Card,,439.97,0.00,5.1,0.00,445.07,,,In-Store,false
100205,42,2024-08-05,Store,1004,PayPal,,189.99,0.00,8.0,0.00,197.99,,,In-Store,false
100223,69,2024-08-19,Store,1026,Credit Card,,634.97,11.55,3.4,0.00,626.82,,,In-Store,false
100230,52,2024-08-22,Store,1017,Credit Card,,339.97,10.20,5.2,0.00,334.97,,,In-Store,false
100236,71,2024-08-24,Store,1046,Credit Card,,69.99,30.80,3.4,0.00,42.59,,,In-Store,false
100248,17,2024-08-11,Store,1032,Credit Card,,599.98,42.00,6.4,0.00,564.38,,,In-Store,false
100252,35,2024-08-18,Store,1006,Credit Card,,42.99,0.00,4.0,0.00,46.99,,,In-Store,false
100254,28,2024-08-11,Store,1038,Credit Card,,134.99,0.00,5.9,0.00,140.89,,,In-Store,false
100265,70,2024-08-09,Store,1012,Credit Card,,434.97,33.15,10.8,0.00,412.62,,,In-Store,false
100266,35,2024-08-30,Store,1002,Credit Card,,349.97,16.00,6.1,0.00,340.07,,,In-Store,false
100274,91,2024-08-02,Store,1017,Credit Card,,159.99,8.00,4.9,0.00,156.89,,,In-Store,false
100289,64,2024-08-08,Store,1011,Google Pay,,344.97,8.00,3.1,0.00,340.07,,,In-Store,false
100360,87,2024-09-06,Store,1015,Credit Card,,139.99,0.00,11.4,0.00,151.39,,,In-Store,false
100375,79,2024-09-12,Store,1043,Credit Card,,99.99,0.00,5.3,0.00,105.29,,,In-Store,false
100403,69,2024-09-15,Store,1024,Credit Card,,354.97,8.00,2.7,0.00,349.67,,,In-Store,false
100412,18,2024-09-29,Store,1018,PayPal,,299.99,9.00,5.1,0.00,296.09,,,In-Store,false
100422,49,2024-09-16,Store,1039,Credit Card,,49.99,2.00,4.7,0.00,52.69,,,In-Store,false
100423,44,2024-09-24,Store,1010,Apple Pay,,69.99,5.60,6.3,0.00,70.69,,,In-Store,false
100436,34,2024-09-20,Store,1038,Credit Card,,424.97,0.00,4.2,0.00,429.17,,,In-Store,false
100437,17,2024-09-28,Store,1030,Credit Card,,49.99,5.00,2.5,0.00,47.49,,,In-Store,false
100454,33,2024-09-08,Store,1043,Credit Card,,384.98,0.00,4.8,0.00,389.78,,,In-Store,false
100469,88,2024-09-22,Store,1043,Google Pay,,137.98,3.80,14.1,0.00,148.28,,,In-Store,false
100214,79,2024-08-12,Store,1005,Credit Card,,169.99,1.70,14.5,0.00,182.79,,,In-Store,false
100246,48,2024-08-06,Store,1041,Google Pay,,69.99,0.70,6.9,0.00,76.19,,,In-Store,false
100374,85,2024-09-13,Store,1014,Debit Card,,119.99,4.80,3.9,0.00,119.09,,,In-Store,false
100388,66,2024-09-02,Store,1024,Credit Card,,169.98,0.00,14.3,0.00,184.28,,,In-Store,false
100395,96,2024-09-25,Store,1045,PayPal,,334.97,6.00,10.8,0.00,339.77,,,In-Store,false
100402,1,2024-09-27,Store,1017,Credit Card,,134.99,5.40,8.4,0.00,137.99,,,In-Store,false
100415,92,2024-09-11,Store,1017,Credit Card,,120.97,4.25,6.0,0.00,122.72,,,In-Store,false
100431,46,2024-09-11,Store,1040,Cash,,59.99,1.20,13.4,0.00,72.19,,,In-Store,false
100434,70,2024-09-29,Store,1007,Credit Card,,229.99,11.50,2.6,0.00,221.09,,,In-Store,false
100453,89,2024-09-13,Store,1015,Credit Card,,324.98,41.25,7.5,0.00,291.23,,,In-Store,false
100476,92,2024-09-25,Store,1014,Credit Card,,159.99,0.00,2.8,0.00,162.79,,,In-Store,false
100480,35,2024-09-27,Store,1004,Credit Card,,132.98,1.72,13.8,0.00,145.06,,,In-Store,false
100380,34,2024-09-30,Store,1003,Credit Card,,139.98,3.20,2.5,0.00,139.28,,,In-Store,false
100532,21,2024-10-01,Store,1027,Credit Card,,159.99,0.00,15.0,0.00,174.99,,,In-Store,false
100535,39,2024-10-11,Store,1033,Credit Card,,84.99,0.00,5.9,0.00,90.89,,,In-Store,false
100536,54,2024-10-18,Store,1033,Credit Card,,474.96,29.05,9.1,0.00,455.01,,,In-Store,false
100544,73,2024-10-29,Store,1017,Credit Card,,159.99,0.00,8.8,0.00,168.79,,,In-Store,false
100551,78,2024-10-10,Store,1004,Credit Card,,99.98,5.00,7.6,0.00,102.58,,,In-Store,false
100556,17,2024-10-27,Store,1037,Credit Card,,254.98,0.00,5.5,0.00,260.48,,,In-Store,false
100558,45,2024-10-07,Store,1016,Apple Pay,,129.99,0.00,8.5,0.00,138.49,,,In-Store,false
100560,61,2024-10-01,Store,1006,Credit Card,,74.99,0.00,6.1,0.00,81.09,,,In-Store,false
100571,18,2024-10-30,Store,1016,Credit Card,,59.99,4.20,3.3,0.00,59.09,,,In-Store,false
100574,66,2024-10-18,Store,1023,Apple Pay,,229.99,6.90,11.7,0.00,234.79,,,In-Store,false
100579,81,2024-10-16,Store,1025,Credit Card,,189.98,14.25,3.0,0.00,178.73,,,In-Store,false
100583,20,2024-10-05,Store,1032,Credit Card,,389.96,0.80,12.2,0.00,401.36,,,In-Store,false
100591,1,2024-10-15,Store,1019,Google Pay,,159.99,0.00,3.4,0.00,163.39,,,In-Store,false
100593,67,2024-10-28,Store,1002,Credit Card,,334.98,1.40,12.8,0.00,346.38,,,In-Store,false
100617,2,2024-10-03,Store,1006,Credit Card,,169.99,0.00,3.4,0.00,173.39,,,In-Store,false
100641,40,2024-10-15,Store,1008,Credit Card,,69.99,3.50,6.4,0.00,72.89,,,In-Store,false
100642,53,2024-10-14,Store,1013,Credit Card,,137.98,0.43,7.6,0.00,145.15,,,In-Store,false
100647,22,2024-10-02,Store,1047,Debit Card,,299.99,12.00,7.9,0.00,295.89,,,In-Store,false
100651,21,2024-10-15,Store,1024,Credit Card,,169.98,0.00,3.2,0.00,173.18,,,In-Store,false
100673,64,2024-10-01,Store,1010,Credit Card,,354.97,13.50,3.9,0.00,345.37,,,In-Store,false
100746,6,2024-11-13,Store,1043,Credit Card,,244.97,3.60,7.0,0.00,248.37,,,In-Store,false
100748,67,2024-11-22,Store,1038,Credit Card,,229.98,13.80,6.1,0.00,222.28,,,In-Store,false
100752,79,2024-11-24,Store,1043,PayPal,,114.98,2.80,8.3,0.00,120.48,,,In-Store,false
100790,78,2024-11-30,Store,1005,Credit Card,,129.99,13.00,10.9,0.00,127.89,,,In-Store,false
100792,69,2024-11-12,Store,1041,Credit Card,,329.98,0.00,15.2,0.00,345.18,,,In-Store,false
100794,33,2024-11-09,Store,1006,Credit Card,,49.99,0.00,11.0,0.00,60.99,,,In-Store,false
100799,97,2024-11-17,Store,1032,Credit Card,,84.99,11.05,8.5,0.00,82.44,,,In-Store,false
100813,57,2024-11-28,Store,1041,Credit Card,,249.99,12.50,4.2,0.00,241.69,,,In-Store,false
100815,20,2024-11-22,Store,1030,Credit Card,,239.98,0.90,2.5,0.00,241.58,,,In-Store,false
